,종목코드,종목명,결산월,액면가,자본금,상장주식,신용비율,연중최고,연중최저,시가총액,시가총액비중,외인소진률,대용가,PER,EPS,ROE,PBR,EV,BPS,매출액,영업이익,당기순이익,250최고,250최저,시가,고가,저가,상한가,하한가,기준가,예상체결가,예상체결수량,250최고가일,250최고가대비율,250최저가일,250최저가대비율,현재가,대비기호,전일대비,등락율,거래량,거래대비,액면가단위,유통주식,유통비율
0,011070,LG이노텍,12,5000,1183,23667,+0.83,+245500,-180000,48399,,+29.47,152810,20.50,9977,10.2,1.99,4.36,102590,95418,6810,2361,+245500,-141500,+207500,+208000,-201500,+268000,-145000,206500,-0,0,20210719,-16.70,20200901,+44.52,-204500,5,-2000,-0.97,142321,+128.39,원,14011,59.2
0,002790,아모레G,12,500,412,82458,+0.43,+80600,-53600,46836,,+17.22,42780,525.20,108,0.3,1.59,5.04,35828,49301,1507,220,+80600,-43550,-56200,+56900,-55800,+73100,-39500,56300,-0,0,20210602,-29.53,20201030,+30.42,+56800,2,+500,+0.89,99603,-95.29,원,25163,30.5
0,180640,한진칼,12,2500,1668,66739,+0.36,+80000,-49050,44048,,+14.87,48690,,-4477,-19.6,2.91,,22666,4088,-2211,-3415,+95500,-49050,65800,+67000,-65400,+85500,-46100,65800,-0,0,20201116,-30.89,20210504,+34.56,+66000,2,+200,+0.30,74390,+100.88,원,42810,64.2
0,028670,팬오션,12,1000,5346,534570,+1.74,+8920,-4450,43300,,+11.58,6150,46.80,173,3.3,1.54,12.21,5250,24972,2252,907,+8920,-3255,-8080,+8180,-7950,+10500,-5670,8100,-0,0,20210629,-9.19,20200922,+148.85,8100,3,0,0.00,4991965,-78.33,원,241747,45.2
0,016360,삼성증권,12,5000,4585,89300,+0.32,+48950,-36100,43712,,+29.79,37280,8.61,5686,9.9,0.82,,59542,14926,6780,5078,+48950,-29150,47800,+48950,-47650,+62100,-33500,47800,-0,0,20210827,0.00,20200924,+67.92,+48950,2,+1150,+2.41,545613,+171.72,원,60868,68.2
0,000100,유한양행,12,1000,700,69973,+0.74,+81000,-57300,42684,,+17.78,47030,22.52,2709,11.1,2.15,27.39,28344,16199,843,1904,+84500,-57300,+60500,+61300,60300,+78300,-42300,60300,-0,0,20201221,-27.81,20210820,+6.46,+61000,2,+700,+1.16,114546,-61.37,원,52183,74.6
0,241560,두산밥캣,12,500,501,100249,+0.30,+59400,-29100,42305,,+25.84,31920,17.10,2468,6.2,1.04,8.61,40637,42821,3939,2475,+59400,-25700,-41800,+42600,-41000,+54600,-29400,42000,-0,0,20210602,-28.96,20200924,+64.20,+42200,2,+200,+0.48,165293,-74.17,원,49033,48.9
0,036490,SK머티리얼즈,12,500,53,10548,+0.30,+499600,-298400,42307,,+17.31,306120,32.67,12278,28.5,5.60,15.27,71672,9550,2339,1520,+499600,-211000,-401100,+406900,-397500,+523600,-282000,402800,-0,0,20210722,-19.72,20201027,+90.09,-401100,5,-1700,-0.42,89297,+106.45,원,3778,35.8
0,028050,삼성엔지니어링,12,5000,9800,196000,+1.77,+28150,-11900,41258,,+32.78,16450,16.34,1288,17.3,2.58,8.57,8167,67492,3612,2521,+28150,-9960,-20950,+21150,-20250,+27400,-14800,21100,-0,0,20210624,-25.22,20200924,+111.35,-21050,5,-50,-0.24,2336688,+112.14,원,151616,77.4
0,005830,DB손해보험,12,500,354,70800,+0.07,+63600,-36700,42055,,+42.83,46800,7.53,7893,9.0,0.64,,92750,154561,7310,5611,+63600,-36700,+60100,+60600,-58600,+78000,-42000,60000,-0,0,20210817,-6.60,20210129,+61.85,-59400,5,-600,-1.00,142925,-83.86,원,43611,61.6
0,006280,녹십자,12,5000,584,11687,+2.62,+538000,-288000,40903,,+21.56,235800,50.47,6935,7.5,3.54,44.44,98765,15041,503,893,+538000,-209000,+328500,+359500,-323000,+425500,-229500,327500,-0,0,20210126,-34.94,20200925,+67.46,+350000,2,+22500,+6.87,424959,+340.07,원,5382,46.1
0,003410,쌍용C&E,12,100,504,503860,+0.17,+8680,-6350,41014,,+3.60,6450,29.76,274,7.9,2.42,11.59,3370,14708,2502,1382,+8680,-5240,+8080,+8220,-8050,+10450,-5650,8070,-0,0,20210628,-6.22,20200901,+55.34,+8140,2,+70,+0.87,1417234,+287.02,원,107491,21.3
0,078930,GS,12,5000,4646,92915,+0.39,+50300,-35800,38606,,+19.23,32370,,-2563,-2.8,0.47,13.73,88219,154442,9206,-1878,+50300,-30300,41500,+41700,-41050,+53900,-29050,41500,-0,0,20210511,-17.40,20200924,+37.13,+41550,2,+50,+0.12,109164,-69.35,원,44482,47.9
0,066970,엘앤에프,12,500,173,34579,+2.41,+132700,-61600,38382,,+17.51,83020,,-533,-9.4,16.21,262.16,6849,3561,15,-150,+132700,-37250,-109700,+112600,-108600,+145800,-78600,112200,-0,0,20210813,-16.35,20201027,+197.99,-111000,5,-1200,-1.07,431562,-64.10,원,21834,63.1
0,029780,삼성카드,12,5000,6148,115859,+0.08,+35950,-29700,39798,,+8.24,25950,9.98,3442,5.7,0.53,,64936,24222,5343,3988,+35950,-27650,+34300,+34550,-33950,+44350,-23950,34150,-0,0,20210708,-4.45,20200924,+24.23,+34350,2,+200,+0.59,98868,-61.91,원,23329,20.1
0,010140,삼성중공업,12,1000,6300,630000,+1.59,+8000,-5520,38997,,+14.00,4410,,-2353,-33.1,0.83,,7450,68603,-10541,-14927,+8000,-5010,6130,+6210,-6100,+7960,-4300,6130,-0,0,20210329,-22.62,20201029,+23.55,+6190,2,+60,+0.98,2246421,-86.11,원,340582,54.1
0,000120,CJ대한통운,12,5000,1141,22812,+0.18,+194500,-161000,38667,,+22.68,130650,31.43,5393,3.9,1.07,8.17,158656,107811,3253,1426,+194500,-146000,+168000,+170500,167500,+217500,-117500,167500,-0,0,20210204,-12.85,20200825,+16.10,+169500,2,+2000,+1.19,30210,+100.62,원,10782,47.3
0,128940,한미약품,12,2500,302,12078,+1.09,+427000,-292500,37020,,+12.92,224960,309.55,990,1.7,4.88,39.49,62778,10759,490,173,+427000,-260000,+304500,+309000,-303500,+395000,-213000,304000,-0,0,20210127,-28.22,20200924,+17.88,+306500,2,+2500,+0.82,21108,-75.99,원,6979,57.8
0,005940,NH투자증권,12,5000,14319,281409,+0.29,+13700,-10750,37146,,+18.46,10440,6.87,1921,10.3,0.68,,19356,16809,7873,5769,+13700,-8920,-13000,+13200,-12950,+16950,-9150,13050,-0,0,20210510,-3.65,20200924,+47.98,+13200,2,+150,+1.15,707752,+141.90,원,138274,49.1
0,004990,롯데지주,12,200,210,104909,+0.58,+43650,-32000,36876,,+8.30,27530,,-1874,-3.0,0.45,9.02,78983,90866,1562,-2389,+43650,-28000,-35000,+35700,-34850,+45850,-24750,35300,-0,0,20210608,-19.47,20200924,+25.54,-35150,5,-150,-0.42,92781,-72.75,원,26096,24.9
0,272210,한화시스템,12,5000,9446,188919,+1.30,+23400,-15850,36273,,+3.13,14400,22.62,849,9.4,2.05,16.93,9375,16429,929,936,+23400,-9930,-18900,+19350,-18700,+24600,-13300,18950,-0,0,20210331,-17.95,20200826,+93.35,+19200,2,+250,+1.32,1881685,+109.38,원,60362,32.0
0,138040,메리츠금융지주,12,500,714,134011,+0.05,+27300,-9450,35781,,+8.11,18510,7.44,3587,16.1,1.07,,25039,18245,13721,9253,+27300,-8890,+26650,+27300,-26300,+34350,-18550,26450,-0,0,20210827,-2.20,20200924,+200.34,+26700,2,+250,+0.95,200585,-71.97,원,29558,22.1
0,196170,알테오젠,12,500,211,42179,+2.10,+188100,-66500,34292,,+15.81,62160,,-23,-1.0,26.30,1677.47,3091,424,1,-34,+228000,-66500,-83100,-83800,-81000,+109200,-58800,84000,-0,0,20200902,-64.34,20210524,+22.26,-81300,5,-2700,-3.21,193555,-72.38,원,31404,74.5
0,006360,GS건설,12,5000,4279,85581,+0.86,+48850,-35400,35003,,+25.88,31620,10.59,3862,7.7,0.79,5.29,51763,101229,7504,3297,+48850,-23150,-40450,+41400,-40250,+52700,-28400,40550,-0,0,20210428,-16.27,20200925,+76.67,+40900,2,+350,+0.86,534911,+128.85,원,63011,73.6
0,020150,일진머티리얼즈,12,500,231,46111,+1.32,+89200,-50900,34721,,+9.65,57380,81.25,927,7.2,5.68,38.02,13255,5369,509,427,+89200,-40300,-75000,+76000,-74500,+98100,-52900,75500,-0,0,20210810,-15.58,20200925,+86.85,-75300,5,-200,-0.26,159203,-91.76,원,21411,46.4
0,008560,메리츠증권,12,1000,6817,681731,+0.15,+5330,-3485,36200,,+14.18,3990,6.87,773,13.1,0.86,,6191,14334,8280,5651,+5330,-3070,5250,+5330,-5220,+6820,-3680,5250,-0,0,20210827,-0.38,20200924,+72.96,+5310,2,+60,+1.14,1908502,+110.66,원,258887,38.0
0,008770,호텔신라,12,5000,1962,39248,+1.38,+103000,-78500,34970,,+18.23,69570,,-7085,-36.7,4.90,122.58,18200,31881,-1853,-2833,+103000,-69900,-86100,89200,-86100,+115500,-62500,89200,-0,0,20210531,-13.50,20200827,+27.47,-89100,5,-100,-0.11,276805,-89.02,원,30309,77.2
0,019170,신풍제약,12,500,265,52985,+4.16,+139000,-59500,35182,,+8.51,47600,732.41,91,1.7,9.59,166.01,6924,1978,78,50,+214000,-59500,-67700,+68400,-66100,+88400,-47600,68000,-0,0,20200921,-68.97,20210504,+11.60,-66400,5,-1600,-2.35,1019377,-32.28,원,32316,61.0
0,007070,GS리테일,12,1000,1047,104718,+0.67,+39800,-31650,35447,,+10.77,26440,15.48,2187,7.5,1.13,6.66,29929,88623,2526,1545,+39800,-31450,-33800,+34050,-33550,+44050,-23750,33900,-0,0,20210601,-14.95,20200828,+7.63,-33850,5,-50,-0.15,216032,-77.73,원,43988,42.0
0,036460,한국가스공사,12,5000,4616,92313,+0.40,+39850,-30050,33233,,+21.19,27280,,-1864,-2.2,0.44,10.69,82691,208337,8989,-1607,+39850,-23100,+36000,+36050,-35250,+46650,-25150,35900,-0,0,20210617,-9.66,20200911,+55.84,+36000,2,+100,+0.28,211253,-43.37,원,39828,43.1
0,112610,씨에스윈드,12,500,211,42171,+2.08,+189500,-55800,33105,,+10.28,54930,92.49,849,8.2,6.91,27.18,11359,9691,976,336,+189500,-55800,-76000,+79700,-76000,+99100,-53500,76300,-0,0,20210107,-58.58,20210309,+40.68,+78500,2,+2200,+2.88,649213,+177.53,원,23751,56.3
0,298020,효성티앤씨,12,5000,216,4328,+1.49,+963000,-206000,33453,,+22.85,572020,24.45,31610,25.1,5.54,9.58,139553,51616,2666,1683,+963000,-96400,-767000,+783000,-755000,+1004000,-542000,773000,-0,0,20210716,-19.73,20200904,+701.87,773000,3,0,0.00,28581,-53.91,원,2416,55.8
0,014680,한솔케미칼,12,5000,567,11335,+0.36,+309500,-180500,33325,,+41.45,231660,27.06,10864,24.5,5.98,17.96,49157,6193,1519,1301,+309500,-134000,297000,297000,-292000,+386000,-208000,297000,-0,0,20210813,-5.01,20200922,+119.40,-294000,5,-3000,-1.01,40157,-76.95,원,8880,78.3
0,035760,CJ ENM,12,5000,1106,21929,+0.88,+190000,-138000,32718,,+43.73,117150,57.47,2596,1.8,0.88,4.68,168947,33912,2721,656,+190000,-117500,-149000,-149800,-147800,+195200,-105200,150200,-0,0,20210706,-21.47,20200828,+26.98,-149200,5,-1000,-0.67,80538,-93.71,원,11366,51.8
0,096530,씨젠,12,500,261,52226,+4.72,+214900,-59700,33320,,+13.25,44730,6.63,9617,125.9,5.08,4.50,12571,11252,6762,5031,+300800,-59700,+64000,+64900,-63400,+83000,-44800,63900,-0,0,20201012,-78.79,20210610,+6.87,-63800,5,-100,-0.16,454227,-61.38,원,35354,67.7
0,336260,두산퓨얼셀,12,100,65,65494,+1.82,+65400,-38200,33860,,+12.94,34580,276.18,187,4.2,8.26,100.55,6263,4618,260,142,+65400,-35550,-49000,+52300,-48350,+64200,-34600,49400,-0,0,20210215,-20.95,20201006,+45.43,+51700,2,+2300,+4.66,3057520,+300.16,원,39775,60.7
0,039490,키움증권,12,5000,1311,26210,+1.11,+167500,-110500,31059,,+24.01,88540,4.30,27556,27.6,1.04,,113454,14691,9690,7062,+167500,-92600,116500,+119000,-116000,+151000,-82000,116500,-0,0,20210111,-29.25,20200925,+27.97,+118500,2,+2000,+1.72,45090,-95.46,원,14897,56.8
0,047810,한국항공우주,12,5000,4874,97475,+0.97,+41000,-25900,31143,,+13.48,24760,41.74,766,6.4,2.61,12.54,12264,28251,1395,723,+41000,-21800,-31650,+32150,-31400,+41250,-22250,31750,-0,0,20210209,-22.07,20201030,+46.56,+31950,2,+200,+0.63,258393,-84.29,원,70149,72.0
0,282330,BGF리테일,12,1000,173,17284,+0.08,+193000,-131500,30593,,+32.89,135280,24.93,7100,18.6,4.38,5.96,40416,61813,1622,1227,+193000,-115000,-177500,178000,-174500,+231000,-125000,178000,-0,0,20210608,-8.29,20200924,+53.91,-177000,5,-1000,-0.56,20551,-76.54,원,7719,44.7
0,285130,SK케미칼,12,5000,588,11751,+4.09,+467000,-235500,31435,,+17.24,197280,13.88,19267,30.5,3.68,16.72,72623,12147,1063,2552,+467000,-235500,274000,+274500,-264500,+356000,-192000,274000,-0,0,20210203,-42.72,20210802,+13.59,-267500,5,-6500,-2.37,169450,+107.14,원,7605,64.7
0,023530,롯데쇼핑,12,5000,1414,28289,+0.97,+135000,-99500,30269,,+10.43,82290,,-27783,-7.7,0.31,9.48,346618,161844,3461,-6866,+135000,-75600,-105000,+107000,-105000,+137000,-74000,105500,-0,0,20210309,-20.74,20200827,+41.53,+107000,2,+1500,+1.42,44006,-82.29,원,10737,38.0
0,000060,메리츠화재,12,500,603,120625,+0.22,+26200,-13800,30337,,+10.76,18090,6.69,3762,16.9,1.11,,22581,91806,6080,4318,+26200,-12450,25850,+25950,-25000,+33600,-18100,25850,-0,0,20210809,-4.01,20200904,+102.01,-25150,5,-700,-2.71,278441,-84.07,원,39561,32.8
0,002380,KCC,12,5000,481,8886,+0.81,+377000,-193500,31814,,+12.91,276640,5.34,67079,12.8,0.63,11.20,571183,50836,1338,5609,+377000,-137500,-360000,+366000,-347500,+473000,-255000,364000,-0,0,20210512,-5.04,20200901,+160.36,-358000,5,-6000,-1.65,69651,-49.67,원,4147,46.7
0,010620,현대미포조선,12,5000,1997,39942,+1.16,+97100,-41800,30076,,+10.55,57450,,-488,-0.8,1.29,28.07,58409,27920,367,-123,+97100,-27050,-74900,+76800,-74400,+98200,-53000,75600,-0,0,20210511,-22.45,20200924,+178.37,-75300,5,-300,-0.40,189372,-66.73,원,22724,56.9
0,012750,에스원,12,500,190,37999,+0.13,+89800,-78800,31045,,+53.73,61710,21.85,3739,10.5,2.02,7.15,40525,22233,2045,1421,+95600,-78800,+81600,+81900,-81000,+105500,-56900,81200,-0,0,20200825,-14.54,20201130,+3.68,+81700,2,+500,+0.62,57848,+114.36,원,24063,63.3
0,307950,현대오토에버,12,500,137,27424,+0.96,+161500,-100500,31538,,+1.49,88160,40.93,2809,11.1,4.35,20.59,26430,15626,868,608,+161500,-39300,116000,+117000,-114500,+150500,-81500,116000,-0,0,20210108,-28.79,20200825,+192.62,-115000,5,-1000,-0.86,36121,-56.68,원,6112,22.3
0,042660,대우조선해양,12,5000,5415,107291,+0.70,+40750,-24150,28808,,+7.43,20520,33.25,807,2.3,0.74,14.58,36067,70302,1534,866,+40750,-21300,-26750,-26950,-26500,+35100,-18900,27000,-0,0,20210511,-34.11,20201030,+26.06,-26850,5,-150,-0.56,206386,-95.90,원,34194,31.9
0,047040,대우건설,12,5000,20781,415623,+1.78,+9540,-5060,29218,,+10.83,5390,10.29,683,11.1,1.05,5.98,6680,81367,5583,2826,+9540,-2685,-6910,+7100,-6850,+8990,-4850,6920,-0,0,20210602,-26.31,20200924,+161.82,+7030,2,+110,+1.59,1493605,+131.83,원,197449,47.5
0,064350,현대로템,12,5000,5457,109142,+2.82,+27500,-17350,28159,,+5.38,19530,90.77,284,2.8,2.07,27.23,12493,27853,821,224,+27500,-14650,-25550,+26350,-25550,+33400,-18000,25700,-0,0,20210809,-6.18,20200925,+76.11,+25800,2,+100,+0.39,2608837,-41.52,원,71913,65.9
0,026960,동서,12,500,499,99700,+0.77,+44500,-28300,28714,,+3.35,20160,24.54,1174,8.6,2.05,43.46,14018,4930,451,1206,+44500,-23750,28800,+29350,-28700,+37400,-20200,28800,-0,0,20210219,-35.28,20200826,+21.26,28800,3,0,0.00,72811,+110.28,원,30167,30.3
0,204320,만도,12,1000,470,46957,+1.72,+89000,-56000,28174,,+25.03,44620,486.66,123,0.4,1.72,9.99,34983,55635,887,139,+89000,-28700,-59900,+60700,-59300,+78300,-42300,60300,-0,0,20210111,-32.58,20200827,+109.06,-60000,5,-300,-0.50,290034,+100.22,원,32077,68.3
0,001040,CJ,12,5000,1466,29177,+0.41,+118500,-87900,29469,,+17.39,78780,41.57,2430,1.9,0.75,3.90,134358,319991,13903,2040,+118500,-75700,-100500,+102000,-100000,+131000,-71000,101000,-0,0,20210115,-14.77,20201030,+33.42,101000,3,0,0.00,39860,-68.47,원,13328,45.7
0,010060,OCI,12,5000,1272,23849,+2.26,+147000,-93100,29335,,+16.34,88800,,-10321,-9.9,1.25,75.57,98453,20025,-861,-2512,+147000,-53300,+121500,+124500,-117500,+156000,-84000,120000,-0,0,20210423,-16.33,20200925,+130.77,+123000,2,+3000,+2.50,804601,-60.68,원,18346,76.9
0,088350,한화생명,12,5000,43427,868530,+1.40,+4590,-2280,29660,,+7.45,2620,12.62,271,1.9,0.22,,15648,162278,3767,2412,+4590,-1440,-3445,3450,-3350,+4485,-2415,3450,-0,0,20210513,-25.60,20200924,+137.15,-3415,5,-35,-1.01,2515368,-16.45,원,357487,41.2
0,058470,리노공업,12,500,76,15242,+0.20,+194300,-133200,27284,,+48.86,136890,49.27,3633,17.4,8.03,28.59,22286,2013,779,554,+194300,-110500,+175600,+179400,-173400,+228100,-122900,175500,-0,0,20210706,-7.87,20201020,+61.99,+179000,2,+3500,+1.99,39558,+112.16,원,9895,64.9
0,000880,한화,12,5000,3748,74959,+1.17,+37600,-27700,26311,,+18.67,26600,16.07,2184,4.8,0.76,4.16,46305,509265,15820,7405,+37600,-23650,-34950,+35300,-34650,+45500,-24500,35000,-0,0,20210126,-6.65,20200925,+48.41,+35100,2,+100,+0.29,886910,-29.25,원,39373,52.5
0,000990,DB하이텍,12,5000,2220,44399,+3.68,+74300,-48700,26728,,+16.94,46130,16.14,3730,23.1,3.29,7.49,18315,9359,2393,1660,+74300,-30350,+60800,+60800,-59500,+78900,-42500,60700,-0,0,20210122,-18.98,20201027,+98.35,-60200,5,-500,-0.82,472581,-42.60,원,35627,80.2
0,004170,신세계,12,5000,492,9845,+1.14,+327500,-230500,26041,,+27.26,205920,,-10512,-2.8,0.76,9.58,350013,47693,885,-691,+327500,-200000,-260500,+266000,-257500,+343000,-185000,264000,-0,0,20210531,-19.24,20200827,+32.25,+264500,2,+500,+0.19,50695,-62.56,원,7023,71.3
0,009240,한샘,12,1000,235,23534,+1.15,+149000,-92300,27770,,+19.77,85500,42.67,2765,10.8,3.48,17.02,33865,20675,931,668,+149000,-90500,112500,+120000,-112000,+146000,-79000,112500,-0,0,20210714,-20.81,20201030,+30.39,+118000,2,+5500,+4.89,188201,+280.79,원,10150,43.1
0,030000,제일기획,12,200,230,115041,+0.18,+26500,-19050,26402,,+33.79,17940,16.77,1368,16.1,2.05,9.53,11216,27479,2049,1583,+26500,-17100,+23050,+23100,-22800,+29900,-16100,23000,-0,0,20210701,-13.40,20200826,+34.21,-22950,5,-50,-0.22,127382,-82.17,원,68349,59.4
0,047050,포스코인터내셔널,12,5000,6169,123375,+0.99,+28500,-14300,27389,,+11.04,16160,11.48,1934,7.7,0.87,5.92,25598,214724,4745,2295,+28500,-12950,-21800,+22700,-21550,+28400,-15300,21850,-0,0,20210726,-22.11,20200925,+71.43,+22200,2,+350,+1.60,915583,-66.99,원,45187,36.6
0,081660,휠라홀딩스,12,1000,617,60752,+1.08,+59800,-39550,26488,,+46.91,34510,19.07,2286,10.9,2.02,7.18,21602,31288,3411,1977,+59800,-34300,-44200,+44600,-43100,+57500,-31000,44250,-0,0,20210603,-27.09,20200826,+27.11,-43600,5,-650,-1.47,615516,+131.19,원,46944,77.3
0,298050,효성첨단소재,12,5000,224,4480,+2.01,+661000,-148000,26476,,+11.68,438520,33675.21,18,0.0,8.41,19.98,70257,23946,342,68,+661000,-120000,-571000,+601000,-564000,+750000,-404000,577000,-0,0,20210716,-10.59,20201027,+392.50,+591000,2,+14000,+2.43,94429,-94.53,원,2479,55.3
0,145020,휴젤,12,500,63,12485,+0.93,+279500,-155000,23935,,+76.69,147400,57.00,3363,5.8,2.99,21.33,64015,2110,781,453,+279500,-153000,-198500,199200,-189800,+258900,-139500,199200,-0,0,20210721,-31.41,20200828,+25.29,-191700,5,-7500,-3.77,212279,+129.99,원,6905,55.3
0,253450,스튜디오드래곤,12,500,150,30004,+0.91,+113000,-82200,25684,,+12.33,67000,81.98,1044,5.7,4.21,14.92,20309,5257,491,296,+113000,-77900,-85200,+86500,-84600,+111600,-60200,85900,-0,0,20210121,-24.25,20201026,+9.88,-85600,5,-300,-0.35,49554,-82.82,원,11344,37.8
0,004800,효성,12,5000,1054,21071,+0.41,+128500,-73600,24442,,+9.24,90090,,-2504,-2.3,1.07,11.69,107987,27826,1388,12,+128500,-66000,-115000,+118000,-113500,+150000,-81000,115500,-0,0,20210715,-9.73,20200825,+75.76,+116000,2,+500,+0.43,54495,-66.63,원,8292,39.4
0,375500,DL이앤씨,12,5000,968,19359,+1.29,+159000,-103500,25747,,+26.95,99560,,,,,,,,,,+159000,-103500,131000,+134000,-130000,+170000,-92000,131000,-0,0,20210706,-16.35,20210224,+28.50,+133000,2,+2000,+1.53,102601,+110.06,원,14760,76.3
0,012510,더존비즈온,12,500,152,30341,+1.02,+117500,-75800,25092,,+39.35,62320,45.79,1806,15.1,6.11,26.18,13528,3065,767,579,+136000,-75800,82000,+82800,-81000,+106500,-57400,82000,-0,0,20200908,-39.19,20210820,+9.10,+82700,2,+700,+0.85,54970,-94.97,원,18826,62.1
0,138930,BNK금융지주,12,5000,16297,325935,+0.37,+8370,-5430,25781,,+38.66,6220,4.96,1593,6.1,0.30,,26802,33036,7482,5626,+8370,-4935,+7790,+7930,-7750,+10100,-5450,7780,-0,0,20210513,-5.50,20200924,+60.28,+7910,2,+130,+1.67,1393615,+119.29,원,267863,82.2
0,012450,한화에어로스페이스,12,5000,2657,50630,+1.33,+56600,-28500,24454,,+19.46,36440,20.22,2388,4.8,0.94,7.20,51318,53214,2439,1647,+56600,-24750,-47900,+48600,-47500,+62300,-33600,47950,-0,0,20210804,-14.66,20200925,+95.15,+48300,2,+350,+0.73,230653,-70.78,원,33363,65.9
0,048260,오스템임플란트,12,500,71,14286,+1.63,+166000,-49500,23143,,+45.98,123500,21.62,7493,78.8,9.98,18.99,16236,6316,981,1035,+166000,-35250,162500,+166000,-159500,+211200,-113800,162500,-0,0,20210826,-2.41,20200828,+359.57,-162000,5,-500,-0.31,204100,-58.65,원,10659,74.6
0,240810,원익IPS,12,500,245,49084,+2.06,+59300,-40200,22161,,+22.68,34880,22.66,1993,15.9,3.26,11.49,13845,10909,1406,978,+59300,-29300,-45350,-45750,-44500,+59600,-32150,45900,-0,0,20210405,-23.86,20201027,+54.10,-45150,5,-750,-1.63,394244,-46.09,원,32044,65.3
0,278280,천보,12,500,50,10000,+2.00,+265000,-147600,23760,,+6.86,175380,86.89,2734,12.6,10.15,56.60,23414,1555,301,274,+265000,-130300,-236700,+239800,-232600,+308100,-165900,237000,-0,0,20210819,-10.34,20201027,+82.35,+237600,2,+600,+0.25,93198,-47.07,원,4142,41.4
0,120110,코오롱인더,12,5000,1349,26979,+1.47,+85700,-39900,22527,,+21.75,58140,12.21,6839,9.7,1.14,9.72,73257,40361,1524,2055,+85700,-31850,+77600,+84300,+76700,+99400,-53600,76500,-0,0,20210716,-2.57,20200827,+162.17,+83500,2,+7000,+9.15,956758,+865.54,원,16954,62.8
